Format Version,1.23,Take Name,Take 2021-08-12 04.33.28 PM,Take Notes,,Capture Frame Rate,120,Export Frame Rate,120,Capture Start Time,2021-08-12 04.33.28.985 下午,Capture Start Frame,1153390,Total Frames in Take,1742,Total Exported Frames,1742,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1.483333,-0.010062,0.721502,-0.018334,-0.692096,-241.497253,100.977051,-109.185684,0.065637,0.740261,0.134527,-0.655445,-241.839783,109.55484,-109.293243,0.041908,0.75412,0.030627,-0.654682,-235.968369,130.005951,-106.874153,-0.02781,0.745862,-0.064422,-0.662394,-233.56044,153.188492,-107.076477,-0.079931,0.731056,-0.085995,-0.672141,-237.680267,168.978622,-108.277199,0.060595,0.692593,-0.039734,-0.71768,-234.054321,148.172134,-102.735374,-0.289732,0.690168,0.05849,-0.660532,-233.470078,150.369965,-87.311081,0.111096,0.940454,0.178893,0.266838,-232.280228,136.348251,-61.516335,-0.037612,0.913351,0.277992,0.295121,-256.93866,145.358795,-75.191116,-0.021319,0.79241,0.063671,-0.606282,-232.888382,147.978699,-111.023285,0.064089,0.728619,-0.183721,-0.656699,-228.773331,149.709183,-125.961578,0.168317,-0.249115,0.076904,-0.95063,-224.974655,139.874756,-153.388718,0.294372,-0.257999,0.04048,-0.919317,-250.196152,146.584854,-140.324097,-0.020178,0.720748,0.028785,-0.692305,-241.934921,101.090744,-98.725578,-0.069098,0.724834,-0.071791,-0.68168,-242.427902,55.431702,-101.903618,0.006347,0.601209,-0.032823,-0.798392,-233.763336,12.740543,-101.771667,0.018469,0.719158,0.016978,-0.694393,-241.059586,100.863358,-119.645798,-0.086892,0.678893,-0.074424,-0.725269,-243.354767,55.148815,-119.589508,-0.037237,0.780266,0.029294,-0.62365,-233.535095,13.101247,-120.360008,-0.007679,0.604696,-0.048108,-0.794965,-248.541779,5.489678,-97.083618,-0.092367,0.78519,-0.026806,-0.611741,-248.706909,6.314876,-124.448601
179,1.491667,-0.010041,0.72121,-0.018185,-0.692405,-241.543442,100.981583,-109.195435,0.065581,0.739737,0.134723,-0.656002,-241.883972,109.559479,-109.301247,0.041542,0.753567,0.030149,-0.655364,-236.004211,130.018448,-106.877815,-0.028311,0.745243,-0.065291,-0.662985,-233.62384,153.203766,-107.087875,-0.079905,0.730458,-0.086322,-0.672751,-237.77504,168.985336,-108.293243,0.05911,0.689394,-0.042169,-0.720739,-234.104156,148.1875,-102.745148,-0.290969,0.683889,0.059754,-0.66638,-233.388275,150.405914,-87.329346,0.108496,0.942838,0.181102,0.257852,-231.700165,136.371796,-61.569168,-0.039106,0.915569,0.282134,0.283909,-256.669128,145.190567,-74.792114,-0.022572,0.793546,0.063241,-0.604795,-232.952667,147.994171,-111.035095,0.064158,0.733258,-0.18455,-0.651274,-228.783173,149.745346,-125.955879,0.167938,-0.243688,0.075603,-0.952206,-224.568085,139.917297,-153.324387,0.291678,-0.251121,0.037579,-0.922198,-249.954987,146.502792,-140.525284,-0.02028,0.720644,0.028596,-0.692419,-241.972168,101.09359,-98.73494,-0.069237,0.724919,-0.071949,-0.681558,-242.446854,55.433941,-101.906944,0.006351,0.601199,-0.03282,-0.7984,-233.763306,12.740973,-101.771782,0.018247,0.718768,0.016872,-0.694805,-241.114716,100.869576,-119.65593,-0.08689,0.677608,-0.074994,-0.726411,-243.388535,55.153954,-119.605507,-0.037249,0.780255,0.029291,-0.623663,-233.536194,13.101896,-120.359215,-0.007734,0.604714,-0.048174,-0.794947,-248.541718,5.490264,-97.083366,-0.092396,0.785256,-0.026854,-0.611649,-248.707993,6.315212,-124.44738
180,1.5,-0.010148,0.721024,-0.018495,-0.692589,-241.569656,100.978699,-109.196915,0.065759,0.739381,0.134673,-0.656395,-241.915222,109.556351,-109.305206,0.040986,0.753215,0.029727,-0.655823,-236.028458,130.020172,-106.890915,-0.028755,0.744726,-0.065995,-0.663477,-233.680542,153.208832,-107.100151,-0.079877,0.729831,-0.086542,-0.673407,-237.858063,168.983215,-108.308319,0.057758,0.686326,-0.044398,-0.723637,-234.148865,148.191223,-102.757645,-0.292143,0.678248,0.06026,-0.671566,-233.307388,150.429123,-87.351006,0.106036,0.945104,0.182687,0.249318,-231.17128,136.406479,-61.61784,-0.040711,0.917279,0.285842,0.274294,-256.426483,145.033722,-74.413719,-0.023712,0.7945,0.063253,-0.603495,-233.006668,148.000763,-111.048935,0.064445,0.737325,-0.184825,-0.646558,-228.789871,149.778519,-125.95327,0.16808,-0.238922,0.073974,-0.953516,-224.21727,139.963394,-153.268967,0.289422,-0.245516,0.034951,-0.924519,-249.748413,146.418198,-140.703171,-0.02033,0.720414,0.028634,-0.692654,-241.993027,101.093712,-98.736229,-0.069343,0.724858,-0.072157,-0.681591,-242.467926,55.434448,-101.913727,0.006312,0.601206,-0.032872,-0.798393,-233.764648,12.742061,-101.771881,0.018169,0.718631,0.016759,-0.694952,-241.146301,100.863686,-119.6576,-0.087068,0.677636,-0.075131,-0.72635,-243.407776,55.147457,-119.604218,-0.037243,0.780259,0.029228,-0.623662,-233.536499,13.102871,-120.360252,-0.007742,0.604684,-0.04818,-0.794969,-248.542191,5.48943,-97.083702,-0.092087,0.785303,-0.02663,-0.611645,-248.707764,6.314701,-124.447884
181,1.508333,-0.010275,0.720819,-0.01897,-0.692788,-241.591019,100.974205,-109.194931,0.065797,0.739081,0.134593,-0.656746,-241.943863,109.551514,-109.307503,0.040748,0.752891,0.029446,-0.656222,-236.054016,130.026154,-106.898369,-0.029052,0.744244,-0.066832,-0.663921,-233.723145,153.216476,-107.111404,-0.080022,0.729192,-0.086697,-0.674062,-237.92627,168.983337,-108.32901,0.056593,0.683963,-0.046074,-0.725858,-234.183334,148.198807,-102.76812,-0.292805,0.673146,0.061205,-0.676309,-233.245605,150.448608,-87.368774,0.103813,0.946948,0.184653,0.241693,-230.711075,136.433029,-61.667942,-0.041722,0.918574,0.28972,0.265601,-256.211334,144.891449,-74.07354,-0.024299,0.794811,0.063547,-0.603032,-233.049591,148.008667,-111.060585,0.064682,0.740987,-0.185084,-0.642261,-228.816223,149.805817,-125.957893,0.168223,-0.234701,0.072371,-0.954662,-223.919891,140.003448,-153.222031,0.287305,-0.240501,0.032886,-0.926571,-249.582123,146.334656,-140.859909,-0.020336,0.720318,0.028683,-0.692752,-242.00856,101.094315,-98.734077,-0.069499,0.724981,-0.072296,-0.68143,-242.486603,55.435326,-101.91507,0.006315,0.601192,-0.032873,-0.798404,-233.764648,12.74172,-101.771675,0.018117,0.718467,0.016736,-0.695124,-241.173477,100.854088,-119.6558,-0.087235,0.677476,-0.075343,-0.726457,-243.430069,55.137611,-119.603729,-0.037251,0.780247,0.029295,-0.623674,-233.53653,13.101998,-120.359062,-0.007728,0.604732,-0.048197,-0.794932,-248.542023,5.48915,-97.082916,-0.092478,0.785254,-0.02693,-0.611636,-248.708435,6.315369,-124.446884
182,1.516667,-0.010317,0.720526,-0.019064,-0.693089,-241.620941,100.972519,-109.199379,0.065889,0.738706,0.134711,-0.657134,-241.975479,109.549751,-109.312454,0.040482,0.752528,0.029144,-0.656668,-236.076904,130.027084,-106.9049,-0.029562,0.743749,-0.0673,-0.664405,-233.764648,153.219238,-107.121765,-0.079828,0.728688,-0.086889,-0.674605,-237.990692,168.980301,-108.335159,0.055595,0.681877,-0.047609,-0.727795,-234.215836,148.201416,-102.77771,-0.291412,0.668749,0.064096,-0.680988,-233.193787,150.463959,-87.385597,0.101662,0.948219,0.187848,0.235071,-230.333801,136.446243,-61.720119,-0.042591,0.919555,0.293125,0.258231,-256.025452,144.756851,-73.766495,-0.025094,0.795351,0.063662,-0.602274,-233.091553,148.011765,-111.071465,0.0647,0.743969,-0.185494,-0.638684,-228.830963,149.829697,-125.958481,0.168679,-0.230992,0.071138,-0.955578,-223.665497,140.038712,-153.177002,0.286317,-0.236764,0.029361,-0.927956,-249.436371,146.274109,-141.000046,-0.020407,0.719922,0.028685,-0.693162,-242.029709,101.093544,-98.738182,-0.069569,0.724861,-0.072504,-0.681528,-242.505005,55.434834,-101.923546,0.006294,0.60117,-0.032873,-0.79842,-233.765411,12.74209,-101.772293,0.018039,0.718415,0.016593,-0.695183,-241.212173,100.851501,-119.660583,-0.087393,0.677054,-0.0756,-0.726805,-243.454559,55.134338,-119.603821,-0.037258,0.780244,0.029287,-0.623678,-233.53653,13.102722,-120.35923,-0.007781,0.604732,-0.048237,-0.794928,-248.542358,5.489033,-97.082947,-0.092535,0.785239,-0.026984,-0.611644,-248.708313,6.315736,-124.446854
183,1.525,-0.010296,0.720016,-0.018628,-0.693631,-241.663879,100.975296,-109.213051,0.066032,0.738214,0.135004,-0.657612,-242.013031,109.552826,-109.320724,0.040258,0.752108,0.02895,-0.657171,-236.100006,130.026764,-106.912056,-0.02971,0.743309,-0.067709,-0.664849,-233.801682,153.220291,-107.130363,-0.07996,0.728217,-0.087026,-0.67508,-238.040741,168.977661,-108.346367,0.054936,0.680215,-0.048558,-0.729337,-234.244232,148.201904,-102.786049,-0.29183,0.664949,0.064646,-0.68447,-233.154419,150.471451,-87.39962,0.100058,0.949541,0.189335,0.229157,-230.000763,136.467209,-61.761196,-0.043558,0.920271,0.296309,0.251802,-255.87175,144.649506,-73.501915,-0.025711,0.795793,0.063761,-0.601654,-233.130692,148.013489,-111.081291,0.064823,0.746417,-0.185709,-0.635745,-228.847794,149.847702,-125.959908,0.16961,-0.228033,0.069845,-0.956219,-223.46315,140.065979,-153.139252,0.286214,-0.233023,0.025976,-0.929035,-249.32225,146.214783,-141.110565,-0.020374,0.719733,0.028462,-0.693368,-242.056946,101.090622,-98.75119,-0.069757,0.725,-0.072586,-0.681352,-242.521194,55.430622,-101.919678,0.006299,0.601169,-0.032896,-0.79842,-233.765411,12.742266,-101.772453,0.017938,0.719196,0.01608,-0.694389,-241.270828,100.859978,-119.674919,-0.087646,0.677266,-0.075627,-0.726574,-243.473984,55.140942,-119.593346,-0.037244,0.780224,0.029223,-0.623707,-233.537109,13.103739,-120.360794,-0.007801,0.604785,-0.04831,-0.794884,-248.542145,5.488928,-97.082809,-0.092513,0.785242,-0.027046,-0.611641,-248.708755,6.315329,-124.446632
184,1.533333,-0.010217,0.719622,-0.018423,-0.694046,-241.69603,100.97644,-109.220596,0.066059,0.737827,0.135056,-0.658033,-242.041824,109.554123,-109.326485,0.0402,0.751733,0.028941,-0.657605,-236.125259,130.026932,-106.920372,-0.030125,0.742976,-0.068316,-0.665141,-233.82933,153.220703,-107.138512,-0.07992,0.727989,-0.086789,-0.675361,-238.091583,168.971603,-108.357193,0.054407,0.679077,-0.049217,-0.730391,-234.266449,148.201752,-102.794327,-0.292338,0.661742,0.064878,-0.687333,-233.130432,150.474747,-87.411751,0.098827,0.950638,0.190483,0.224134,-229.728516,136.485535,-61.796879,-0.04445,0.92081,0.299285,0.246092,-255.745346,144.563141,-73.275757,-0.026323,0.796219,0.063713,-0.601068,-233.162384,148.01442,-111.090836,0.064386,0.748008,-0.186283,-0.633749,-228.85849,149.862106,-125.961731,0.170108,-0.225762,0.068773,-0.956747,-223.321655,140.093979,-153.115387,0.286255,-0.230638,0.022916,-0.929698,-249.244553,146.168045,-141.20018,-0.020379,0.719466,0.028348,-0.693649,-242.077042,101.090225,-98.758278,-0.069887,0.725144,-0.072677,-0.681175,-242.534897,55.429657,-101.919426,0.006281,0.601174,-0.032866,-0.798418,-233.765488,12.741989,-101.77182,0.017809,0.718371,0.015843,-0.695252,-241.315002,100.862656,-119.682922,-0.087821,0.677344,-0.075752,-0.726467,-243.494537,55.142509,-119.59137,-0.037227,0.780229,0.029175,-0.623704,-233.537476,13.103872,-120.361969,-0.007843,0.604796,-0.048305,-0.794875,-248.54245,5.488729,-97.082809,-0.092549,0.785226,-0.02714,-0.611652,-248.708847,6.3146,-124.447357
185,1.541667,-0.010203,0.719301,-0.018325,-0.694382,-241.725418,100.972488,-109.230103,0.066055,0.737432,0.135255,-0.658435,-242.069916,109.55024,-109.334778,0.040228,0.751326,0.0289,-0.65807,-236.145355,130.025299,-106.925179,-0.03033,0.742464,-0.068348,-0.6657,-233.849838,153.219086,-107.147064,-0.079843,0.727425,-0.086954,-0.675956,-238.118713,168.968826,-108.357285,0.054054,0.678114,-0.049481,-0.731294,-234.28157,148.200302,-102.802132,-0.291911,0.659414,0.066009,-0.689641,-233.105606,150.471603,-87.422302,0.098147,0.951414,0.191709,0.220062,-229.531616,136.484314,-61.829819,-0.045423,0.921292,0.301153,0.241795,-255.657867,144.496613,-73.08812,-0.026992,0.796518,0.063545,-0.60066,-233.187775,148.012665,-111.100006,0.064027,0.749055,-0.186611,-0.63245,-228.86972,149.873276,-125.965179,0.17055,-0.224208,0.067897,-0.957097,-223.233505,140.119034,-153.103363,0.286499,-0.228509,0.020737,-0.9302,-249.201965,146.135406,-141.264435,-0.020373,0.719137,0.028209,-0.693997,-242.09668,101.085258,-98.76741,-0.069993,0.725068,-0.072774,-0.681236,-242.547653,55.423939,-101.918816,0.006287,0.601141,-0.032888,-0.798441,-233.766174,12.741849,-101.772369,0.017743,0.717812,0.015661,-0.695835,-241.354156,100.859711,-119.692787,-0.087944,0.676754,-0.076011,-0.726975,-243.517639,55.138824,-119.591698,-0.03732,0.780201,0.029094,-0.623737,-233.539673,13.106975,-120.362198,-0.007824,0.604805,-0.048332,-0.794867,-248.542572,5.488374,-97.081909,-0.09265,0.785229,-0.027239,-0.611629,-248.709656,6.313849,-124.446358
186,1.55,-0.010146,0.718938,-0.018246,-0.694761,-241.74733,100.970207,-109.235001,0.066296,0.737058,0.135355,-0.658809,-242.090256,109.548019,-109.339188,0.040037,0.750995,0.028808,-0.658463,-236.155228,130.017075,-106.936882,-0.030422,0.742086,-0.068324,-0.666119,-233.869339,153.211823,-107.157288,-0.079861,0.727005,-0.086971,-0.676404,-238.140701,168.961365,-108.361366,0.05362,0.676671,-0.049837,-0.732637,-234.294556,148.192139,-102.812744,-0.290873,0.658271,0.067196,-0.691055,-233.058746,150.462067,-87.437408,0.09787,0.951902,0.192944,0.21697,-229.405518,136.48082,-61.852806,-0.046808,0.921427,0.303042,0.238634,-255.604477,144.457977,-72.935074,-0.027387,0.796596,0.063583,-0.600535,-233.209183,148.006317,-111.111771,0.063462,0.749505,-0.187021,-0.631853,-228.887085,149.877243,-125.97448,0.170539,-0.223276,0.067489,-0.957345,-223.202332,140.137482,-153.107727,0.286404,-0.228119,0.018061,-0.930381,-249.198914,146.122757,-141.313217,-0.020328,0.718624,0.028155,-0.694532,-242.107574,101.082901,-98.771927,-0.070109,0.725011,-0.072856,-0.681275,-242.56041,55.421131,-101.916595,0.006272,0.601134,-0.032883,-0.798447,-233.766525,12.741629,-101.77227,0.017676,0.717301,0.015511,-0.696366,-241.387085,100.857521,-119.698074,-0.088077,0.676479,-0.076181,-0.727197,-243.536591,55.13599,-119.589783,-0.037313,0.780203,0.029091,-0.623734,-233.540726,13.10752,-120.362297,-0.007813,0.60484,-0.048319,-0.794842,-248.542755,5.487879,-97.081749,-0.092762,0.78523,-0.02736,-0.611604,-248.710724,6.31446,-124.446487
187,1.558333,-0.010173,0.718627,-0.018412,-0.695077,-241.759369,100.96476,-109.235741,0.066418,0.736607,0.135193,-0.659335,-242.10463,109.542465,-109.341515,0.039958,0.750494,0.028988,-0.659031,-236.169144,130.010864,-106.952217,-0.030541,0.741672,-0.068406,-0.666566,-233.880646,153.205414,-107.165649,-0.079773,0.726688,-0.086833,-0.676773,-238.15744,168.953842,-108.365211,0.053233,0.675773,-0.049889,-0.73349,-234.300018,148.183853,-102.822723,-0.290001,0.6577,0.068233,-0.691863,-233.026505,150.446625,-87.449409,0.097936,0.952295,0.193423,0.214781,-229.337402,136.463516,-61.870979,-0.046845,0.921862,0.303674,0.236131,-255.585785,144.425995,-72.829163,-0.027566,0.796499,0.063603,-0.600653,-233.227066,148.001617,-111.123444,0.062948,0.749448,-0.187429,-0.631851,-228.909729,149.877518,-125.9869,0.170413,-0.222959,0.067407,-0.957447,-223.220947,140.145477,-153.122086,0.286303,-0.228575,0.015578,-0.930345,-249.227615,146.122055,-141.342178,-0.020252,0.717951,0.028232,-0.695226,-242.110413,101.079666,-98.772377,-0.07024,0.725025,-0.072979,-0.681233,-242.576141,55.418022,-101.91684,0.00627,0.60113,-0.032906,-0.798449,-233.766769,12.742403,-101.772217,0.017774,0.717514,0.015584,-0.696143,-241.408325,100.849854,-119.699097,-0.088242,0.67548,-0.07658,-0.728063,-243.568893,55.128849,-119.590019,-0.037355,0.780197,0.029024,-0.623742,-233.541687,13.109064,-120.362679,-0.007804,0.604807,-0.048319,-0.794866,-248.542664,5.488195,-97.08136,-0.092706,0.785266,-0.027344,-0.611568,-248.710724,6.31353,-124.44632
188,1.566667,-0.010065,0.718225,-0.018295,-0.695497,-241.776794,100.962318,-109.237526,0.066696,0.736195,0.135193,-0.659766,-242.119415,109.540131,-109.342957,0.039889,0.750106,0.029148,-0.659469,-236.17482,130.003174,-106.965546,-0.030638,0.741327,-0.068407,-0.666945,-233.883926,153.19754,-107.172585,-0.079707,0.726392,-0.086693,-0.677116,-238.163727,168.945557,-108.366821,0.053075,0.675373,-0.049544,-0.733893,-234.298874,148.174332,-102.831139,-0.289172,0.657831,0.069066,-0.692003,-233.007431,150.425858,-87.457672,0.098451,0.952541,0.193333,0.213532,-229.33519,136.43811,-61.879349,-0.047079,0.922245,0.303317,0.235044,-255.604218,144.414063,-72.762909,-0.027445,0.795909,0.063783,-0.601422,-233.235504,147.995178,-111.133156,0.062723,0.748905,-0.187573,-0.632474,-228.946762,149.872482,-126.004723,0.169842,-0.223422,0.067649,-0.957423,-223.302643,140.140152,-153.149124,0.285529,-0.229549,0.015536,-0.930344,-249.295227,146.127274,-141.343826,-0.020226,0.717573,0.028235,-0.695616,-242.115646,101.077393,-98.773766,-0.070339,0.725099,-0.073034,-0.681138,-242.584961,55.415653,-101.916481,0.006319,0.601114,-0.032919,-0.79846,-233.765869,12.741068,-101.773262,0.017702,0.717177,0.01543,-0.696496,-241.437958,100.847244,-119.701294,-0.088406,0.675809,-0.076615,-0.727734,-243.583969,55.125565,-119.585632,-0.037419,0.780189,0.029033,-0.623748,-233.544083,13.109493,-120.361801,-0.007776,0.604777,-0.048345,-0.794888,-248.541885,5.487868,-97.0812,-0.092866,0.785194,-0.027406,-0.611633,-248.712585,6.312971,-124.445847
189,1.575,-0.010005,0.717788,-0.0184,-0.695946,-241.788528,100.955948,-109.237419,0.067002,0.735722,0.135173,-0.660266,-242.131714,109.533714,-109.34465,0.039812,0.749648,0.02938,-0.659985,-236.176895,129.994217,-106.98085,-0.030722,0.740953,-0.068236,-0.667374,-233.881729,153.188248,-107.179008,-0.079566,0.726119,-0.086573,-0.67744,-238.160736,168.937195,-108.363747,0.052939,0.675165,-0.049123,-0.734123,-234.291794,148.162872,-102.839592,-0.28789,0.658788,0.070387,-0.691493,-232.990265,150.401886,-87.465141,0.099486,0.952568,0.1931,0.21314,-229.402878,136.395859,-61.884773,-0.046934,0.922629,0.302102,0.235132,-255.659058,144.419571,-72.73185,-0.027303,0.795404,0.063873,-0.602085,-233.2397,147.987823,-111.143135,0.062569,0.747763,-0.187429,-0.633882,-228.975601,149.864151,-126.021912,0.169288,-0.224499,0.068045,-0.957242,-223.435089,140.13266,-153.187958,0.284324,-0.231973,0.013486,-0.930143,-249.393845,146.143967,-141.327774,-0.020142,0.717041,0.028312,-0.696165,-242.114334,101.07373,-98.773277,-0.070432,0.725065,-0.073122,-0.681156,-242.596512,55.41209,-101.915321,0.006248,0.601095,-0.032861,-0.798477,-233.766861,12.742201,-101.772263,0.017667,0.716291,0.015585,-0.697404,-241.462738,100.838173,-119.701561,-0.08847,0.67441,-0.077151,-0.728966,-243.616196,55.116821,-119.595612,-0.037409,0.780157,0.028994,-0.623791,-233.543945,13.110966,-120.362534,-0.007845,0.604789,-0.048298,-0.794881,-248.542694,5.488292,-97.080688,-0.092904,0.785243,-0.027519,-0.611559,-248.712585,6.313555,-124.444489
190,1.583333,-0.009796,0.717313,-0.018262,-0.696443,-241.800552,100.955513,-109.237358,0.067187,0.735317,0.135085,-0.660717,-242.139572,109.53344,-109.345139,0.03994,0.749253,0.029701,-0.660411,-236.182907,129.98407,-106.994141,-0.030803,0.740613,-0.068027,-0.66777,-233.873566,153.176743,-107.18634,-0.079378,0.725863,-0.086285,-0.677774,-238.150818,168.92691,-108.361069,0.052996,0.67519,-0.048232,-0.734155,-234.281784,148.150009,-102.848328,-0.287284,0.66039,0.070728,-0.690181,-232.978607,150.369934,-87.471245,0.100802,0.952592,0.191879,0.213519,-229.518295,136.351913,-61.879951,-0.045749,0.923024,0.300378,0.236021,-255.747681,144.438278,-72.740219,-0.02678,0.794766,0.063887,-0.602949,-233.239273,147.977386,-111.153122,0.062328,0.745922,-0.187378,-0.636086,-229.006775,149.842224,-126.042351,0.168288,-0.226488,0.068793,-0.956896,-223.628998,140.105667,-153.239273,0.283368,-0.233299,0.014354,-0.93009,-249.529648,146.163818,-141.275803,-0.020082,0.716599,0.028379,-0.696618,-242.111938,101.074684,-98.772789,-0.070497,0.72502,-0.073184,-0.68119,-242.604324,55.413162,-101.915085,0.006237,0.601097,-0.032847,-0.798477,-233.766129,12.743208,-101.772102,0.017614,0.715914,0.015505,-0.697794,-241.489151,100.836334,-119.701935,-0.088628,0.674293,-0.07729,-0.729041,-243.633987,55.11459,-119.592957,-0.037401,0.780143,0.028991,-0.623809,-233.543732,13.111154,-120.363274,-0.007897,0.604783,-0.048321,-0.794884,-248.542023,5.489267,-97.080833,-0.092927,0.785226,-0.02755,-0.611576,-248.712616,6.313785,-124.444412
191,1.591667,-0.009791,0.716966,-0.01842,-0.696796,-241.8004,100.94931,-109.235611,0.067222,0.734855,0.134894,-0.661267,-242.141312,109.527138,-109.345222,0.040145,0.748709,0.030108,-0.660997,-236.188721,129.974243,-107.006165,-0.030691,0.740159,-0.067596,-0.668321,-233.859879,153.165009,-107.192337,-0.079321,0.725475,-0.086099,-0.678219,-238.126373,168.919022,-108.354759,0.053259,0.675436,-0.047214,-0.733976,-234.265549,148.136826,-102.855774,-0.285738,0.662786,0.072106,-0.688381,-232.969711,150.339142,-87.475548,0.102408,0.952267,0.191179,0.214827,-229.70726,136.292618,-61.873901,-0.044263,0.923295,0.298156,0.238055,-255.872437,144.469589,-72.784683,-0.026147,0.79404,0.064312,-0.603888,-233.236282,147.966797,-111.162277,0.062804,0.743717,-0.186528,-0.638865,-229.038101,149.825211,-126.062012,0.168012,-0.228949,0.069516,-0.956306,-223.87204,140.077271,-153.295868,0.282404,-0.237069,0.014177,-0.929433,-249.699615,146.193481,-141.209717,-0.019942,0.716178,0.02853,-0.697049,-242.101501,101.071075,-98.770767,-0.070589,0.725,-0.073252,-0.681195,-242.614563,55.409832,-101.913788,0.006237,0.60108,-0.032824,-0.79849,-233.76651,12.742347,-101.771889,0.01764,0.715444,0.015565,-0.698274,-241.499298,100.827553,-119.700447,-0.088719,0.673857,-0.077488,-0.729412,-243.649597,55.106056,-119.5923,-0.037445,0.780162,0.029035,-0.623781,-233.543732,13.111464,-120.36171,-0.007875,0.604802,-0.048291,-0.794871,-248.542496,5.488855,-97.08017,-0.092986,0.785198,-0.027505,-0.611606,-248.71228,6.314445,-124.44471
192,1.6,-0.009728,0.716432,-0.018373,-0.697347,-241.798584,100.944534,-109.236755,0.067271,0.734418,0.134734,-0.661779,-242.13826,109.522415,-109.346283,0.040385,0.748263,0.030535,-0.661468,-236.189362,129.96283,-107.018593,-0.030756,0.739866,-0.06728,-0.668675,-233.839157,153.151489,-107.198753,-0.079144,0.725366,-0.085745,-0.678401,-238.10112,168.907578,-108.349373,0.053657,0.675702,-0.045791,-0.733793,-234.243958,148.121994,-102.863632,-0.284577,0.66591,0.073002,-0.685748,-232.9552,150.300262,-87.479385,0.104373,0.951811,0.190111,0.216841,-229.94426,136.221786,-61.864471,-0.042709,0.923261,0.295794,0.241393,-256.031433,144.514557,-72.865883,-0.025302,0.793121,0.064896,-0.605069,-233.225464,147.954208,-111.171509,0.06299,0.740738,-0.186047,-0.642438,-229.070404,149.804352,-126.084351,0.167843,-0.23222,0.070493,-0.955476,-224.174759,140.038269,-153.361618,0.282593,-0.241044,0.014969,-0.92834,-249.903946,146.234711,-141.11441,-0.019746,0.715757,0.02869,-0.69748,-242.083649,101.066879,-98.771469,-0.070677,0.725096,-0.073289,-0.681079,-242.621689,55.405766,-101.912186,0.006221,0.60105,-0.03274,-0.798516,-233.766266,12.741664,-101.772095,0.017642,0.714827,0.015502,-0.698907,-241.513535,100.822189,-119.702026,-0.088885,0.674246,-0.07749,-0.729032,-243.659836,55.100517,-119.587646,-0.03742,0.780132,0.02909,-0.623817,-233.542587,13.110074,-120.36216,-0.007914,0.604793,-0.048238,-0.794881,-248.54274,5.489294,-97.080139,-0.093082,0.785248,-0.027597,-0.611523,-248.71225,6.314838,-124.443993
193,1.608333,-0.009505,0.715944,-0.017979,-0.697862,-241.811279,100.943565,-109.240219,0.067574,0.733902,0.134856,-0.662295,-242.143555,109.521774,-109.347359,0.040633,0.747749,0.030936,-0.662015,-236.182922,129.949768,-107.029953,-0.030397,0.739421,-0.066828,-0.669229,-233.811859,153.136353,-107.205559,-0.079221,0.724889,-0.085455,-0.678939,-238.056778,168.897583,-108.348763,0.054299,0.676685,-0.044273,-0.732932,-234.214859,148.105713,-102.871574,-0.285559,0.669453,0.071638,-0.682024,-232.963272,150.26329,-87.481339,0.106596,0.951495,0.187553,0.219358,-230.218811,136.157562,-61.851479,-0.040558,0.923095,0.293474,0.245201,-256.223541,144.571609,-72.985611,-0.024558,0.792118,0.06554,-0.606342,-233.208801,147.939911,-111.181023,0.063768,0.737302,-0.185174,-0.646552,-229.100662,149.785645,-126.107422,0.168475,-0.236194,0.071438,-0.954319,-224.522476,139.986771,-153.428024,0.283468,-0.245524,0.015798,-0.926884,-250.130432,146.277435,-140.989502,-0.019648,0.715388,0.02872,-0.69786,-242.081375,101.063797,-98.774513,-0.070747,0.724973,-0.073339,-0.681198,-242.629379,55.402489,-101.910576,0.00626,0.601045,-0.032794,-0.798518,-233.766525,12.741521,-101.773026,0.017532,0.714463,0.015332,-0.699286,-241.541168,100.823334,-119.705925,-0.088965,0.674154,-0.077558,-0.7291,-243.669373,55.100834,-119.586395,-0.037445,0.780129,0.028994,-0.623824,-233.543945,13.112587,-120.363167,-0.00789,0.604743,-0.048287,-0.794916,-248.542664,5.489161,-97.080009,-0.092997,0.785277,-0.027594,-0.611499,-248.71254,6.314435,-124.444115
